categoria,categoria_codigo,division,grupo,clase,subclase_codigo,subclase,nota
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de productos textiles, prendas de vestir, calzado y articulos de cuero",52325,venta al por menor de articulos de cuero,"La venta al por mayor de artículos de viaje (bolsos de mano, carteras) y artículos de talabartería guarnicionería (sillas de montar), artículos  semejantes "
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de aparatos, articulos y equipo de uso domestico",52331,venta al por menor de muebles articulos de mimbre y corcho; colchones y somiers,"La venta al por menor de muebles de todo tipo, de cualquier material (madera, mimbre, bambú, metales comúnes, vidrio, cuero, plástico, etc.) y para todo uso. La venta al por menor de colchones de todo tipo (colchones con  muelles y rellenos y provistos de"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de aparatos, articulos y equipo de uso domestico",52332,venta al por menor de articulos de iluminacion,"La venta al por menor de lámparas de filamento incandescente, incluso faros reflectores sellados, lámparas de rayos ultravioletas e infrarrojos, lámparas de descarga: fluorescentes, de cátodo caliente y de otro tipo. La venta al por menor de lámparas de a"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de aparatos, articulos y equipo de uso domestico",52333,venta al por menor de articulos de bazar y menaje,"La venta al por menor de cubertería y utensilios domésticos de metal, cristalería y pocelana."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de aparatos, articulos y equipo de uso domestico",52334,venta al por menor de artefactos para el hogar electricos a gas kerosene u otros combustibles,"La venta al por menor de aparatos eléctricos de uso doméstico: mantas eléctricas, refrigeradores y congeladores, lavaplatos, equipo de lavandería, secadoras, aspiradoras, enceradoras de pisos, eliminadoras de desperdicios, licuadoras, exprimidoras, abrela"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de aparatos, articulos y equipo de uso domestico",52335,venta al por menor de instrumentos musicales,"La venta al por menor de instrumentos de cuerda, instrumentos de teclado instrumentos de viento (bronce, madera, etc.), instrumentos de percusión. También incluye partes piezas accesorios de instrumentos."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de aparatos, articulos y equipo de uso domestico",52336,venta al por menor de equipos de sonido casetes de audio video y discos,"La venta al por menor de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video  microfonos, altavoces, auriculares, audifonos, amplificadores, y equipos de amplificación de sonido de partes y piezas de receptores de radi"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de aparatos, articulos y equipo de uso domestico",52339,venta al por menor de articulos para el hogar ncp,La venta al por menor de otros productos no clasificados anteriormente.
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de articulos de ferreteria, pintura, productos de vidrio, materiales de construccion, equipo y materiales de fontaneria y calefaccion",52341,venta al por menor de materiales de construccion,"La venta al por menor de productos de madera utilizados principalmente para la industria de la construcción, tales como: maderaje, vigas, bloques,   listones ensamblados en tableros para pisos de parqué, cabios, jabalcones,  y productos similares que se u"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de articulos de ferreteria, pintura, productos de vidrio, materiales de construccion, equipo y materiales de fontaneria y calefaccion",52342,venta al por menor de articulos de ferreteria fontaneria y calefaccion,"La venta al por menor de artículos de ferreteria, como: herramientas de mano  de todo tipo utilizadas en la agricultura, ganadería, carpintería, en  ensambladura mecánica, en chapisteria y otras industrias. Sierras y hojas para sierras, incluso sierras ci"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de articulos de ferreteria, pintura, productos de vidrio, materiales de construccion, equipo y materiales de fontaneria y calefaccion",52343,venta al por menor de pintura y productos conexos,"La venta al por menor de pinturas, barnices, esmaltes, lacas, pigmentos preparados, opacificante, preparados, colores preparados, esmaltes vitrificables, barnices para vidriar, enlucidos cerámicos y preparados  similares utilizados en la industria de la c"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de articulos de ferreteria, pintura, productos de vidrio, materiales de construccion, equipo y materiales de fontaneria y calefaccion",52344,venta al por menor de cristales espejos y mamparas,"La venta al por menor de vidrio de todas sus formas y de artículos de vidrio: vidrio en masa, laminas, planchas, tubos, varillas, vidrio de diversas composición química, vidrio de distintas caracteristicas físicas, vidrio con aramado de alambre, vidrio co"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de libros, revistas, diarios, papel, carton, materiales de embalaje y articulos de libreria",52351,venta al por menor de libros revistas,"La venta al por menor de libros, revistas Esta subclase no incluye:La venta Venta  libros y revistas usados (véase 52402)."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de libros, revistas, diarios, papel, carton, materiales de embalaje y articulos de libreria",52352,venta al por menor de periodicos,La venta al por menor de periódicos
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de libros, revistas, diarios, papel, carton, materiales de embalaje y articulos de libreria",52359,venta al por menor de papel carton materiales de embalaje y articulos de libreria ncp,"La venta al por menor de papel, cartón, materiales de embalaje, artículos de libreria (bolígrafos, lapices, etc.)."
